rowid,kepid,kepoi_name,fold,actual,lightgbm_balanced_candidate,lightgbm_balanced_confirmed,lightgbm_balanced_false_positive,catboost_balanced_candidate,catboost_balanced_confirmed,catboost_balanced_false_positive,blended_candidate,blended_confirmed,blended_false_positive,predicted,correct
2224,8345172,K02385.01,5,FALSE POSITIVE,0.0023615748660759817,0.001010328568787093,0.996628096565137,0.10296019085046235,0.02792549629768511,0.8691143128518526,0.03894288976948921,0.010797662288386373,0.9502594479421245,FALSE POSITIVE,True
2225,4172013,K02386.01,2,CANDIDATE,0.9011462495510466,0.029776521037899167,0.06907722941105422,0.5369664007086791,0.16128846241753714,0.30174513687378374,0.7687172136083676,0.07759904517594934,0.15368374121568315,CANDIDATE,True
2226,12254378,K02387.01,4,CONFIRMED,0.0038107975922210043,0.9959328900504884,0.0002563123572905499,0.1050624892191524,0.8688067502850538,0.026130760495793853,0.04062959454746879,0.9497052028630576,0.009665202589473572,CONFIRMED,True
2227,4247791,K00028.01,4,FALSE POSITIVE,0.0001461217387752415,4.5719914793169506e-05,0.9998081583464317,0.007733280404903105,0.001569787282918622,0.9906969323121783,0.002905088526458101,0.0005999262304751524,0.9964949852430668,FALSE POSITIVE,True
2228,7604328,K02458.01,1,CONFIRMED,0.0008880851682634312,0.9987969006623019,0.0003150141694347171,0.03466285685891776,0.9594763821941507,0.005860760946931544,0.013169820328501374,0.9844985303102469,0.0023316493612517454,CONFIRMED,True
2229,11236244,K02460.01,2,CONFIRMED,0.06867917189264805,0.9254760319486971,0.005844796158654815,0.18140694963204068,0.7748967474573054,0.043696302910653746,0.10967109107060903,0.870719928497282,0.019608980432108975,CONFIRMED,True
2230,9837685,K02461.01,3,CONFIRMED,0.0064933527651956004,0.9930685885935719,0.0004380586412324528,0.06743231177269285,0.9243581041288199,0.008209584098487257,0.028652974222467327,0.9680829578791166,0.003264067898416018,CONFIRMED,True
2231,5042210,K02462.01,1,CONFIRMED,0.02635889961890271,0.9710097272802692,0.0026313731008280935,0.1442793436704136,0.8383727147013141,0.017347941628272384,0.06923906109217941,0.9227780863424674,0.007982852565353292,CONFIRMED,True
2232,12454461,K02463.01,4,CONFIRMED,0.05245880600781136,0.9385101286681247,0.009031065324063963,0.10572179578459862,0.8810738839538423,0.013204320261559042,0.07182716592664311,0.9176242214992948,0.010548612574062173,CONFIRMED,True
2233,1996180,K02534.02,4,CANDIDATE,0.9317694449743629,0.048380820142591256,0.019849734883045787,0.8517157290290605,0.06713175532671384,0.08115251564422572,0.9026590028124348,0.05519934202772675,0.0421416551598385,CANDIDATE,True
2234,9635606,K02535.01,2,CONFIRMED,0.08466050520319438,0.911382844150801,0.0039566506460047,0.21881925545318712,0.7536701834759271,0.027510561070885873,0.13344550529410085,0.8540327857235741,0.012521708982325129,CONFIRMED,True
2235,3728701,K02536.01,4,CONFIRMED,0.01863328920694879,0.9799091666814931,0.0014575441115581564,0.11869734447082539,0.868933668217037,0.012368987312137668,0.05502021839381301,0.9395544399671454,0.005425341639041616,CONFIRMED,True
2236,10861715,K02537.01,4,FALSE POSITIVE,0.20134651243971705,0.00018930588767638624,0.7984641816726066,0.24871823447207378,0.007586779627776483,0.7436949859001498,0.21857259317875588,0.0028792963386218766,0.7785481104826223,FALSE POSITIVE,True
2237,1849702,K02538.01,5,CONFIRMED,0.4222165571828129,0.5726201590284956,0.005163283788691362,0.13446291476078634,0.8547162729515468,0.010820812287666879,0.31757886902934873,0.6752005640914234,0.007220566879227914,CONFIRMED,True
2238,9390653,K00249.01,1,CONFIRMED,0.03125031764772207,0.9649345534038423,0.003815128948435692,0.14375062582102974,0.8354388745174097,0.020810499661560553,0.07215952061983395,0.9178452156269576,0.009995263753208368,CONFIRMED,True
2239,2305866,K02610.01,1,CANDIDATE,0.5315130460908353,0.438113471074408,0.03037348283475666,0.5334792726929164,0.38231697476381865,0.08420375254326498,0.5322280375825011,0.41782383605237555,0.04994812636512332,CANDIDATE,True
2240,11187837,K00252.01,4,CONFIRMED,0.0020272584845319997,0.9978468983589989,0.00012584315646916629,0.0686621183443314,0.9143151144803655,0.017022767175302943,0.02625811661536815,0.967471704221314,0.006270179163317813,CONFIRMED,True
2241,8885673,K02611.01,2,FALSE POSITIVE,0.0002323208382307813,0.00010635406598153453,0.9996613250957876,0.020181744329471785,0.007613186907623554,0.9722050687629047,0.00748665665322751,0.002836111462942269,0.9896772318838302,FALSE POSITIVE,True
2242,9712350,K02613.01,4,CANDIDATE,0.9333027683482228,0.052225138067740394,0.014472093584036779,0.7978407977517626,0.14863224272538358,0.053526959522853856,0.88404386994951,0.0872822670341561,0.028673863016333904,CANDIDATE,True
2243,8025596,K02615.01,1,CONFIRMED,0.02535389696518985,0.9740492542840778,0.0005968487507323552,0.17352407146196314,0.8094423495250725,0.017033579012964428,0.07923396041856197,0.9141921980080759,0.0065738415733622,CONFIRMED,True
2244,5956787,K02616.01,5,FALSE POSITIVE,9.00990540898945e-05,1.6794656776618993e-05,0.9998931062891335,0.010395202032018994,0.0020793672434510444,0.9875254307245299,0.003837409227882295,0.0007668210519309556,0.9953957697201867,FALSE POSITIVE,True
2245,3642741,K00242.01,3,FALSE POSITIVE,0.0037978531748966327,0.9778088056701549,0.01839334115494846,0.08332346212329758,0.8238045206025448,0.09287201727415768,0.03271625642886061,0.9218072474637512,0.04547649610738818,CONFIRMED,False
2246,12071037,K02388.01,3,FALSE POSITIVE,0.002973718820318348,8.820881513595028e-05,0.9969380723645458,0.02612069136927277,0.004827883929125468,0.9690514247016018,0.011390799747210864,0.0018117270384048658,0.9867974732143843,FALSE POSITIVE,True
2247,8494617,K02389.01,1,CONFIRMED,0.13925993392424788,0.8587243518465982,0.0020157142291538656,0.13210430169182336,0.8500944208012022,0.017801277506974498,0.13665788583972988,0.8555861951028179,0.007755919057452278,CONFIRMED,True
2248,10289119,K02390.01,4,CONFIRMED,0.031980165597938245,0.9658651101204226,0.0021547242816391506,0.16019547735479253,0.818826397178916,0.020978125466291565,0.07860391532770344,0.9123964872326019,0.008999597439694574,CONFIRMED,True
2249,7382313,K02392.01,1,CONFIRMED,0.011616162181060954,0.9881601381930037,0.0002236996259353174,0.101956409544151,0.8908641683170642,0.007179422138784852,0.04446716122218461,0.9527797855108439,0.0027530532669715123,CONFIRMED,True
2250,9887224,K02464.01,4,FALSE POSITIVE,0.00016406306432396113,6.369146247361734e-05,0.9997722454732024,0.006366601014392086,0.002628569811272678,0.9910048291743352,0.00241953140980328,0.0009963744984005487,0.9965840940917962,FALSE POSITIVE,True
2251,7542369,K02465.01,3,FALSE POSITIVE,0.004077078005070902,0.0011537675198173226,0.9947691544751118,0.03631858171536633,0.01400262669013427,0.9496787915944994,0.01580126117245106,0.005826079945387122,0.9783726588821618,FALSE POSITIVE,True
2252,8544992,K02466.01,4,CONFIRMED,0.0006231966285550043,0.9992471027676952,0.0001297006037496521,0.027186519347600822,0.9628294636156315,0.009984017036767653,0.01028258670820803,0.9860043248942176,0.0037130883975743803,CONFIRMED,True
2253,8544992,K02466.02,4,CONFIRMED,0.0031512701114178874,0.9965472036793248,0.0003015262092573572,0.08524459618286273,0.9003201099811297,0.01443529383600765,0.03300338868285238,0.9615555332436174,0.005441078073530192,CONFIRMED,True
2254,11295426,K00246.01,5,CONFIRMED,0.009720979836324658,0.9798083016496216,0.010470718514053673,0.12579093960480311,0.8302402455193247,0.043968814875872266,0.051928237933953195,0.925419917602241,0.02265184446380589,CONFIRMED,True
2255,7289162,K02539.01,1,FALSE POSITIVE,0.004152785603150973,0.001305353933039355,0.9945418604638097,0.17696532827376596,0.21139661874835564,0.6116380529778784,0.06699371021064734,0.07770217750224528,0.8553041122871075,FALSE POSITIVE,True
2256,3001885,K02540.01,5,FALSE POSITIVE,0.0039792481723315174,0.00030914874158877387,0.9957116030860798,0.06345363058760149,0.049247482449287304,0.8872988869631112,0.025606296323338783,0.01810490645347915,0.956288797223182,FALSE POSITIVE,True
2257,12306058,K02541.01,5,CONFIRMED,0.1271793153001511,0.8545942217064335,0.018226462993415425,0.2627794687663167,0.6822738803008381,0.054946650932845106,0.17648846201512045,0.7919322793771262,0.03157925860775349,CONFIRMED,True
2258,6183511,K02542.01,1,CONFIRMED,0.251599294859322,0.7140371192232275,0.034363585917450395,0.18426932710892974,0.7946707807185739,0.021059892172496406,0.22711567022281573,0.7433584506760808,0.029525879101103495,CONFIRMED,True
2259,12469800,K02543.01,1,CONFIRMED,0.11666304137593234,0.8825679443837654,0.0007690142403023277,0.18173358856003716,0.8020277962203264,0.01623861521963643,0.14032505853378865,0.8532806177788784,0.006394323687332911,CONFIRMED,True
2260,4915638,K02617.01,1,CONFIRMED,0.21722649652767212,0.7755014572177852,0.007272046254542658,0.30107627482237515,0.6705827298110071,0.028340995366617792,0.24771732499847324,0.7373491927062296,0.014933482295297253,CONFIRMED,True
2261,6351097,K02618.01,5,FALSE POSITIVE,0.0018881530183552854,0.00046754444399550846,0.9976443025376492,0.04795345279581097,0.01962706234599041,0.9324194848581986,0.018639171119248267,0.007434641862902746,0.9739261870178489,FALSE POSITIVE,True
2262,8081905,K02619.01,3,CONFIRMED,0.011279514583926589,0.988480738593116,0.00023974682295727098,0.09367031392008067,0.8938232664795189,0.012506419600400496,0.04123980525161899,0.9540598396427171,0.004700355105663899,CONFIRMED,True
2263,11465950,K02620.01,4,CONFIRMED,0.01667477361268802,0.9830388102767097,0.0002864161106024249,0.10558080098629896,0.8848352347307755,0.009583964282925522,0.04900423811218291,0.9473284191690972,0.003667342718719915,CONFIRMED,True
2264,9996632,K02621.01,3,FALSE POSITIVE,0.00871515391473232,0.0012960442724886977,0.989988801812779,0.09896600482188764,0.05418267522355103,0.8468513199545614,0.041533645153697896,0.02052754643651137,0.9379388084097907,FALSE POSITIVE,True
2265,4665571,K02393.01,5,CONFIRMED,0.0326870354486976,0.9660001864651003,0.0013127780862020723,0.053606635836126,0.9387134263208984,0.007679937842975585,0.040294162862307935,0.9560777282308451,0.0036281089068469865,CONFIRMED,True
2266,4829935,K02395.01,4,FALSE POSITIVE,0.003251688577419579,0.0008643884795367459,0.9958839229430437,0.07012683609637901,0.02450563008889113,0.9053675338147299,0.027569924038859373,0.009461203610211067,0.9629688723509295,FALSE POSITIVE,True
2267,9269042,K02397.01,3,CONFIRMED,0.0013354101172482538,0.9983109917905818,0.0003535980921698512,0.04115210848962359,0.9523217002151089,0.006526191295267523,0.015814209525384745,0.9815876130358645,0.002598177438750823,CONFIRMED,True
2268,6199056,K02398.01,4,FALSE POSITIVE,0.2587619635485989,0.011400606652556487,0.7298374297988446,0.23620371508540156,0.05203611145710028,0.7117601734574981,0.2505589641074362,0.02617715385420878,0.7232638820383549,FALSE POSITIVE,True
2269,11461433,K02399.01,4,CONFIRMED,0.0022065128698166886,0.9973108346499169,0.0004826524802663865,0.10482675762398003,0.8782775186446851,0.016895723731335015,0.039522965507694276,0.9540259924661961,0.006451042026109525,CONFIRMED,True
2270,11818607,K02467.01,1,CONFIRMED,0.03013552698343079,0.963875389837806,0.005989083178763245,0.1545413287422053,0.79917328967419,0.04628538158360475,0.07537400035025789,0.9039837170510365,0.020642282598705614,CONFIRMED,True
2271,8380709,K02468.01,1,CONFIRMED,0.2717017048784755,0.7215078981888903,0.006790396932634208,0.263807449612452,0.656522441725108,0.07967010866243998,0.26883106659992156,0.6978768231111513,0.03329211028892722,CONFIRMED,True
2272,6149910,K02469.01,1,CONFIRMED,0.014751818814830179,0.9845663152994093,0.0006818658857604019,0.12837222988618088,0.8513334279095981,0.020294342204221105,0.05606833193168499,0.9361179926122053,0.007813675456109751,CONFIRMED,True
2273,9108085,K02470.01,3,FALSE POSITIVE,0.0009878317899937093,0.0001258388994110639,0.9988863293105953,0.03528029226266944,0.009885349105443022,0.9548343586318876,0.013457817416421247,0.003674751701604503,0.9828674308819743,FALSE POSITIVE,True
2274,5436013,K02471.01,1,CONFIRMED,0.03743934397861951,0.9621267445644981,0.0004339114568824924,0.11699526662053196,0.876817787456434,0.006186945923034112,0.06636877039386041,0.9311053056161112,0.0025259239900285364,CONFIRMED,True
2275,8676148,K02544.01,3,CONFIRMED,0.0007920891540836851,0.9991054083121824,0.00010250253373393508,0.03677463279608253,0.9578033291526525,0.00542203805126494,0.013876650478446903,0.9840864704359897,0.002036879085563392,CONFIRMED,True
2276,9696358,K02545.01,2,CONFIRMED,0.12077371430497764,0.8754205581960415,0.003805727498980867,0.2261352978171084,0.7496188787848642,0.024245823398027316,0.15908701740029793,0.8296744929556135,0.011238489644088667,CONFIRMED,True
2277,5039129,K02546.01,1,FALSE POSITIVE,0.0006597375994502066,0.00015639512353320405,0.9991838672770166,0.005949709924876859,0.0017224385853287243,0.9923278514897945,0.0025833638996053533,0.0007258654732770297,0.9966907706271176,FALSE POSITIVE,True
2278,4484336,K02547.01,5,CONFIRMED,0.08681382201003938,0.9043291897911987,0.008856988198761911,0.28293023221103963,0.6679115810248942,0.04915818676406613,0.15812888026494856,0.8183591502398153,0.02351196949523618,CONFIRMED,True
2279,9580167,K02548.01,1,CANDIDATE,0.1269209238631386,0.004019381598184435,0.8690596945386769,0.5146894094797173,0.040509549269655984,0.44480104125062664,0.2679276459055309,0.01728853347871955,0.7147838206157495,FALSE POSITIVE,False
2280,9757613,K00250.01,2,CONFIRMED,0.0003978384589934243,0.9995445375065695,5.7624034437127e-05,0.0090918413119292,0.9891370459759443,0.0017711127121264798,0.0035592940418791613,0.9957599951317967,0.0006807108263241644,CONFIRMED,True
2281,10527135,K02622.01,1,FALSE POSITIVE,0.23329176502263413,0.612593206094968,0.15411502888239795,0.3118892419402668,0.5395250721895211,0.14858568587021218,0.26187266571995504,0.5860229755838964,0.15210435869614855,CONFIRMED,False
2282,11752906,K00253.01,5,CONFIRMED,0.10832840113222515,0.8875320926770165,0.0041395061907584475,0.1319287741274495,0.8525677363990821,0.015503489473468366,0.11691035494867037,0.8748177813032222,0.008271863748107509,CONFIRMED,True
2283,10916600,K02623.01,5,CONFIRMED,0.11224925223630575,0.8864205274167268,0.0013302203469673123,0.08990621867230801,0.9030124547584396,0.007081326569252459,0.10412451275848841,0.8924539555409862,0.0034215317005255484,CONFIRMED,True
2284,8429314,K02624.01,3,CONFIRMED,0.020254517418389,0.9789430255665504,0.0008024570150604917,0.15867357753368455,0.8269268370164382,0.014399585449877305,0.0705887210966783,0.9236644115483279,0.005746867354993879,CONFIRMED,True
2285,9153570,K02625.01,4,CONFIRMED,0.3149560744498607,0.6741594512846042,0.010884474265535236,0.6213391799797716,0.28703577855769696,0.09162504146253142,0.4263681128243737,0.5333872066566379,0.0402446805189884,CONFIRMED,True
2286,11768142,K02626.01,1,CONFIRMED,0.3452550127715907,0.6502592377341828,0.004485749494226496,0.2246443098944476,0.7434273920833889,0.031928298022163404,0.3013965753617205,0.6841385665884396,0.014464858049839921,CONFIRMED,True
2287,7984574,K02400.01,3,CANDIDATE,0.028391224505677177,0.9706753563429716,0.000933419151351038,0.16058762778532193,0.8285951962290459,0.010817175985632296,0.07646264388009347,0.9190098435742714,0.0045275125456351335,CONFIRMED,False
2288,9592579,K00243.01,5,FALSE POSITIVE,0.00010811189722185211,6.560273506118722e-05,0.999826285367717,0.008042556174622831,0.0014639160031027375,0.9904935278222744,0.002993364361731299,0.0005740802870762965,0.9964325553511924,FALSE POSITIVE,True
2289,10336951,K02401.01,4,CANDIDATE,0.054251122653865974,0.9413078668422301,0.004441010503903979,0.11093369536959788,0.8701722020167235,0.018894102613678642,0.07486296727776848,0.9154403523602277,0.009696680362003857,CONFIRMED,False
2290,8481129,K02402.01,5,CONFIRMED,0.00029650871422737707,0.9996755879065183,2.7903379254366193e-05,0.026410818912353317,0.9698803946946584,0.0037087863929882964,0.009792621513545902,0.9888409721931147,0.001366406293339432,CONFIRMED,True
2291,2142522,K02403.01,1,CONFIRMED,0.01381299225557417,0.985186276451742,0.0010007312926838482,0.09744097536719959,0.8902168691656682,0.01234215546713211,0.044223167932528874,0.9506519465295333,0.005124885537937763,CONFIRMED,True
2292,9395719,K02472.01,5,CONFIRMED,0.046397101310060786,0.9509752007168116,0.002627697973127651,0.15758323513501116,0.822100081774525,0.020316683090463913,0.08682842270095184,0.9041115211014347,0.009060056197613566,CONFIRMED,True
2293,8753896,K02473.01,4,CONFIRMED,0.0009042119496294727,0.9990738445785172,2.194347185332826e-05,0.02348421822558539,0.9748407408131238,0.0016750409612909093,0.009115123322704352,0.9902618068456468,0.0006230698316488123,CONFIRMED,True
2294,8240617,K02474.01,4,CANDIDATE,0.08282763452325091,0.00041023997331043785,0.9167621255034387,0.19384616661708207,0.009947443550052464,0.7962063898328655,0.1231980098300986,0.003878314001216629,0.8729236761686847,FALSE POSITIVE,False
2295,8746295,K02475.01,1,FALSE POSITIVE,0.0015329703562034396,0.0009421879159567667,0.9975248417278398,0.04076139684729269,0.031690341482310924,0.9275482616703964,0.015797852716599534,0.012123334667358283,0.9720788126160422,FALSE POSITIVE,True
2296,10090257,K02476.01,1,FALSE POSITIVE,0.00021740853100295533,7.68099584720086e-05,0.9997057815105251,0.034060599222726126,0.015056092429095311,0.9508833083481786,0.012524023327993199,0.005523821765971391,0.9819521549060355,FALSE POSITIVE,True
2297,11295426,K00246.02,5,CONFIRMED,0.0911690816009705,0.9010518663553296,0.007779052043699867,0.21188869931987753,0.7176594100897448,0.07045189059037775,0.1350671244078458,0.8343637004405715,0.030569175151582736,CONFIRMED,True
2298,10679583,K02549.01,5,FALSE POSITIVE,0.008775641070999407,0.002831903542987256,0.9883924553860134,0.12186393972169321,0.025566885809043968,0.8525691744692628,0.0498986587621608,0.011099169821553335,0.9390021714162858,FALSE POSITIVE,True
2299,11622985,K02550.01,5,CANDIDATE,0.008032415730136706,0.9917637412491968,0.00020384302066660606,0.10358972239627828,0.8879093909500401,0.008500886653681618,0.042780527245097275,0.9539985229585943,0.0032209497963084288,CONFIRMED,False
2300,11361283,K02551.01,1,CANDIDATE,0.02496229096902947,0.97483145227479,0.00020625675618052525,0.2791049255664118,0.703877934717794,0.017017139715794126,0.1173777944589867,0.8763029004358824,0.006319305105130927,CONFIRMED,False
2301,8757824,K02552.01,3,CONFIRMED,0.06837400145827424,0.9314291131463261,0.00019688539539966453,0.38261391729541533,0.6022898802293367,0.015096202475247787,0.1826430617626892,0.81174211935833,0.005614818878980801,CONFIRMED,True
2302,9832208,K02553.01,3,CONFIRMED,0.022618730250465183,0.9764443828545804,0.0009368868949544933,0.21681335424972112,0.7472648067795535,0.03592183897072533,0.09323495715928552,0.8931063551909342,0.013658687649780251,CONFIRMED,True
2303,6124512,K02627.01,3,CONFIRMED,0.16890416463321248,0.8299258757757896,0.001169959590997956,0.34663545195095985,0.6275771826337769,0.025787365415263233,0.23353372365784789,0.7563445328150578,0.010121743527094423,CONFIRMED,True
2304,10070468,K02628.01,4,CONFIRMED,0.027444714730762154,0.9652882173340586,0.007267067935179243,0.09673920278083631,0.8825783594970519,0.0206824377221118,0.052642710385334586,0.935211905393329,0.012145384221336538,CONFIRMED,True
2305,10031656,K02629.01,4,FALSE POSITIVE,0.0019090565689826847,0.000936613764344736,0.9971543296666726,0.023999777514923618,0.010600198203658137,0.9654000242814181,0.009942046003870296,0.004450644469549609,0.98560730952658,FALSE POSITIVE,True
2306,7584650,K02631.01,1,CONFIRMED,0.009626318523625305,0.9900833117134225,0.00029036976295229635,0.06982150549310812,0.9231304836481694,0.007048010858722582,0.03151547742161905,0.9657368287806031,0.002747693797777855,CONFIRMED,True
2307,11337566,K02632.01,2,CONFIRMED,0.034221481496230374,0.9652229553052019,0.0005555631985677964,0.1417540503903341,0.8486584366036244,0.009587513006041501,0.07332423382135901,0.9228358575955373,0.0038399085831036894,CONFIRMED,True
2308,6364215,K02404.01,2,CANDIDATE,0.007620311451886287,0.9891188317500753,0.0032608567980384404,0.12782678711462056,0.7901399824699659,0.0820332304154136,0.05133175714742603,0.9167628865573082,0.03190535629526578,CONFIRMED,False
2309,10202759,K02405.01,2,FALSE POSITIVE,0.00020797832522864075,4.584857698183468e-05,0.9997461730977896,0.008346659970056267,0.0012614849646428897,0.9903918550653009,0.003167498923347778,0.0004878981724949457,0.9963446029041573,FALSE POSITIVE,True
2310,5007345,K02406.01,1,CONFIRMED,0.03991865625331441,0.9564453469823065,0.0036359967643790994,0.11950861658422182,0.856782287280429,0.02370909613534926,0.068860460010008,0.9202042343634419,0.010935305626550066,CONFIRMED,True
2311,12120484,K02407.01,3,CONFIRMED,0.002146927926510705,0.9977736405342391,7.943153925014219e-05,0.059123416436252185,0.9354848998416967,0.0053916837220511285,0.022865651020962156,0.9751231893733147,0.0020111596057232287,CONFIRMED,True
2312,6429812,K02408.01,4,CONFIRMED,0.07634628227924714,0.9166415802442718,0.007012137476481158,0.0891698390163016,0.9023537974240372,0.00847636355966118,0.08100939381999421,0.9114460228550956,0.0075445833249102555,CONFIRMED,True
2313,6846911,K02477.01,5,CONFIRMED,0.3641370814030093,0.5872513050927783,0.048611613504212295,0.4050213335497884,0.5396620963888122,0.05531657006139944,0.37900408218365633,0.5699461382913361,0.051049779525007624,CONFIRMED,True
2314,5385439,K02478.01,2,FALSE POSITIVE,0.003846333674403487,0.0002708708862331663,0.9958827954393634,0.06918417463918669,0.02115861668890166,0.9096572086719117,0.02760554857068829,0.007866414814476256,0.9645280366148354,FALSE POSITIVE,True
2315,5963582,K02479.01,2,CONFIRMED,0.0050600041634856945,0.994730236846283,0.00020975899023121137,0.06827367304420656,0.9235491787587726,0.008177148197020766,0.028046792847384195,0.968846215723552,0.0031069914290637775,CONFIRMED,True
2316,4476423,K02481.01,2,FALSE POSITIVE,0.5176592006975036,0.0013080052789686432,0.4810327940235277,0.3798857675596241,0.02324178667673492,0.596872445763641,0.4675597704655474,0.00928392578724729,0.5231563037472053,FALSE POSITIVE,True
2317,11403389,K02482.01,4,CONFIRMED,0.08726831522507424,0.9120020713925875,0.0007296133823383804,0.3010123692114555,0.6785866588461388,0.020400971942405654,0.16499342576557655,0.8271237395575152,0.0078828346769083,CONFIRMED,True
2318,9851662,K02483.01,1,CONFIRMED,0.08094633739267955,0.916496051785064,0.002557610822256423,0.2720090045189745,0.7035830577211685,0.024407937759857033,0.15042367089315045,0.8390731448527383,0.010503184254111193,CONFIRMED,True
2319,6467363,K02840.01,3,CANDIDATE,0.03401666993475135,0.9384735501449263,0.027509779920322327,0.152525618919102,0.7838071692989385,0.0636672117819595,0.07711083320178795,0.8822312298372944,0.040657936960917664,CONFIRMED,False
2320,6467363,K02840.02,3,CANDIDATE,0.9804634653659849,0.005166748558241184,0.014369786075773942,0.9182469560541194,0.03671972873027066,0.04503331521560992,0.9578392801616701,0.016640559529888264,0.02552016030844157,CANDIDATE,True
2321,8758204,K02841.01,1,CONFIRMED,0.02997971245369323,0.9691471058334451,0.0008731817128616177,0.16061064829700866,0.8225063828220064,0.01688296888098496,0.07748187094217159,0.9158232065565582,0.006694922501270107,CONFIRMED,True
2322,8733898,K02842.01,5,CONFIRMED,0.04322507333622301,0.9547562029615577,0.0020187237022191947,0.21660264229348236,0.7611018117002518,0.022295546006265904,0.1062714620479537,0.8843364243210828,0.009392113630963454,CONFIRMED,True
2323,8733898,K02842.02,5,CONFIRMED,0.003997582202099541,0.9953983871679345,0.0006040306299658923,0.055659812476994676,0.938258522423239,0.0060816650997663115,0.022783847756606867,0.9746202545334998,0.0025958977098933175,CONFIRMED,True
2324,3228945,K02917.01,1,FALSE POSITIVE,0.004166301884598373,0.0006367403686982193,0.9951969577467034,0.012837072778829247,0.002772161398146959,0.9843907658230239,0.007319309482500509,0.0014132571066795795,0.9912674334108199,FALSE POSITIVE,True
2325,7008149,K02918.01,2,FALSE POSITIVE,0.0018779073035730639,0.00020355669374100906,0.9979185360026859,0.012170663559972324,0.004343646384196337,0.9834856900558313,0.005620727760445523,0.0017090438539065832,0.9926702283856479,FALSE POSITIVE,True
2326,10332213,K02919.01,1,CONFIRMED,0.5118713118898794,0.016885067822990298,0.47124362028713035,0.603088762049207,0.07342910995487242,0.3234821279959205,0.5450412937659985,0.037446537689129256,0.41751216854487216,CANDIDATE,False
2327,7090524,K02920.01,1,CONFIRMED,0.5674714020868958,0.4252367535880808,0.007291844325023392,0.23642028912866989,0.7495159639192586,0.01406374695207155,0.44708917919299546,0.5431564664357819,0.009754354371222724,CONFIRMED,True
2328,11133306,K00276.01,1,CONFIRMED,0.0008361648789121612,0.9990975018735485,6.633324753932593e-05,0.02838808955076918,0.9665574498033324,0.0050544606458984625,0.010855046577769261,0.9872647556661972,0.0018801977560335575,CONFIRMED,True
2329,6307063,K02702.01,4,FALSE POSITIVE,0.006438662468191614,0.0007358579717803607,0.992825479560028,0.14436572921156798,0.12845375189855554,0.7271805188898764,0.056593959465783036,0.04717872849060772,0.8962273120436093,FALSE POSITIVE,True
2330,5871985,K02703.01,2,CONFIRMED,0.04669308089000746,0.9475239764142616,0.005782942695730937,0.26267309972250275,0.6897229377445012,0.047603962532996105,0.1252312695563694,0.8537781441707124,0.020990586272918277,CONFIRMED,True
2331,8292840,K00260.02,2,CONFIRMED,0.039656598953606445,0.9591478883905699,0.0011955126558237854,0.10458507684151556,0.8847448434366006,0.010670079721883791,0.06326695454920978,0.9320922356800356,0.004640809770754697,CONFIRMED,True
2332,9730163,K02704.01,4,CONFIRMED,0.008864968897277753,0.9866033240836735,0.0045317070190488366,0.06832804766122151,0.9209052104617924,0.010766741876986173,0.030487906629620934,0.962713100948444,0.00679899242193514,CONFIRMED,True
2333,9730163,K02704.02,4,CONFIRMED,0.00232949555263305,0.9970936210135106,0.0005768834338564144,0.04491179733050144,0.95016398719713,0.004924215472368508,0.017813968926403377,0.9800282996257358,0.0021577314478608126,CONFIRMED,True
2334,11453592,K02705.01,2,CONFIRMED,0.04626648565203201,0.8973320692290938,0.05640144511887413,0.16017025561830112,0.806834148304644,0.03299559607705498,0.08768603836703896,0.8644237343474758,0.047890227285485344,CONFIRMED,True
2335,3834322,K02763.01,1,FALSE POSITIVE,0.014592583988846382,0.9821306161398774,0.0032767998712763314,0.25782902733979685,0.6622841371081273,0.07988683555207579,0.10304219975282837,0.8658228055828773,0.03113499466429432,CONFIRMED,False
2336,10073672,K02764.01,4,CANDIDATE,0.4191766522435203,0.559123915066611,0.021699432689868747,0.2754914743045061,0.6307829135917932,0.09372561210370077,0.36692749662933327,0.5851817327121317,0.047890770658534934,CONFIRMED,False
2337,11188249,K02765.01,1,FALSE POSITIVE,0.0018884515208108066,0.00011736748321887704,0.9979941809959704,0.023647142939993863,0.009029936086507864,0.9673229209734983,0.009800702945968284,0.0033583015207785095,0.9868409955332532,FALSE POSITIVE,True
2338,4677282,K02766.01,2,FALSE POSITIVE,0.00012879844698046667,1.649105467320565e-05,0.9998547104983463,0.004715490574773322,0.0006486219890591336,0.9946358874361676,0.0017966864934505962,0.0002463568489953613,0.997956956657554,FALSE POSITIVE,True
2339,5097470,K02767.01,1,FALSE POSITIVE,0.0009547126871522511,0.00025704761525310497,0.9987882396975947,0.03060562181388284,0.012353713085486084,0.9570406651006311,0.01173686146050883,0.004655835058974189,0.983607303480517,FALSE POSITIVE,True
2340,4858610,K02844.01,3,FALSE POSITIVE,2.4878342465938144e-05,2.2140491311685486e-05,0.9999529811662223,0.012916287843590491,0.00737508440082753,0.979708627755582,0.00471266361560214,0.002695938276590175,0.9925913981078077,FALSE POSITIVE,True
2341,10591855,K02845.01,1,CONFIRMED,0.07176432531035234,0.9224613175752643,0.005774357114383419,0.12541123977883484,0.8623317169772722,0.012257043243893042,0.09127229420798233,0.9005960082669034,0.00813169752511419,CONFIRMED,True
